25.12,-372.61,-62.1,152788745.37,500,-25.12,372.62,62.1,152788745.37,500,
26.97,-372.47,-62.08,152788745.37,500,-26.97,372.47,62.08,152788745.37,500,
28.82,-372.31,-62.05,152788745.37,500,-28.82,372.31,62.05,152788745.37,500,
30.67,-372.13,-62.02,152788745.37,500,-30.67,372.14,62.02,152788745.37,500,
32.51,-371.95,-61.99,152788745.37,500,-32.51,371.96,61.99,152788745.37,500,
34.36,-371.76,-61.96,152788745.37,500,-34.36,371.76,61.96,152788745.37,500,
36.2,-371.55,-61.93,152788745.37,500,-36.2,371.56,61.93,152788745.37,500,
38.05,-371.34,-61.89,152788745.37,500,-38.05,371.34,61.89,152788745.37,500,
39.89,-371.11,-61.85,152788745.37,500,-39.89,371.12,61.85,152788745.37,500,
41.73,-370.87,-61.81,152788745.37,500,-41.73,370.88,61.81,152788745.37,500,
43.57,-370.62,-61.77,152788745.37,500,-43.57,370.63,61.77,152788745.37,500,
45.41,-370.36,-61.73,152788745.37,500,-45.41,370.37,61.73,152788745.37,500,
47.24,-370.09,-61.68,152788745.37,500,-47.24,370.1,61.68,152788745.37,500,
49.08,-369.81,-61.63,152788745.37,500,-49.08,369.81,61.64,152788745.37,500,
50.91,-369.51,-61.59,152788745.37,500,-50.91,369.52,61.59,152788745.37,500,
52.75,-369.21,-61.53,152788745.37,500,-52.75,369.21,61.54,152788745.37,500,
54.58,-368.89,-61.48,152788745.37,500,-54.58,368.9,61.48,152788745.37,500,
56.41,-368.57,-61.43,152788745.37,500,-56.41,368.57,61.43,152788745.37,500,
58.23,-368.23,-61.37,152788745.37,500,-58.23,368.23,61.37,152788745.37,500,
60.06,-367.88,-61.31,152788745.37,500,-60.06,367.88,61.31,152788745.37,500,
61.88,-367.52,-61.25,152788745.37,500,-61.88,367.52,61.25,152788745.37,500,
63.7,-367.14,-61.19,152788745.37,500,-63.7,367.15,61.19,152788745.37,500,
65.52,-366.76,-61.13,152788745.37,500,-65.52,366.76,61.13,152788745.37,500,
67.34,-366.37,-61.06,152788745.37,500,-67.34,366.37,61.06,152788745.37,500,
69.16,-365.96,-60.99,152788745.37,500,-69.16,365.96,60.99,152788745.37,500,
70.97,-365.54,-60.92,152788745.37,500,-70.97,365.55,60.92,152788745.37,500,
72.78,-365.11,-60.85,152788745.37,500,-72.78,365.12,60.85,152788745.37,500,
74.59,-364.68,-60.78,152788745.37,500,-74.59,364.68,60.78,152788745.37,500,
76.4,-364.23,-60.7,152788745.37,500,-76.4,364.23,60.71,152788745.37,500,
78.21,-363.76,-60.63,152788745.37,500,-78.21,363.77,60.63,152788745.37,500,
80.01,-363.29,-60.55,152788745.37,500,-80.01,363.3,60.55,152788745.37,500,
81.81,-362.81,-60.47,152788745.37,500,-81.81,362.81,60.47,152788745.37,500,
83.61,-362.31,-60.39,152788745.37,500,-83.61,362.32,60.39,152788745.37,500,
85.4,-361.81,-60.3,152788745.37,500,-85.4,361.81,60.3,152788745.37,500,
87.19,-361.29,-60.22,152788745.37,500,-87.19,361.3,60.22,152788745.37,500,
88.98,-360.76,-60.13,152788745.37,500,-88.98,360.77,60.13,152788745.37,500,
90.77,-360.23,-60.04,152788745.37,500,-90.77,360.23,60.04,152788745.37,500,
92.55,-359.68,-59.95,152788745.37,500,-92.55,359.68,59.95,152788745.37,500,
94.34,-359.11,-59.85,152788745.37,500,-94.34,359.12,59.85,152788745.37,500,
96.11,-358.54,-59.76,152788745.37,500,-96.11,358.55,59.76,152788745.37,500,
97.89,-357.96,-59.66,152788745.37,500,-97.89,357.96,59.66,152788745.37,500,
99.66,-357.37,-59.56,152788745.37,500,-99.66,357.37,59.56,152788745.37,500,
101.43,-356.76,-59.46,152788745.37,500,-101.43,356.77,59.46,152788745.37,500,
103.2,-356.15,-59.36,152788745.37,500,-103.2,356.15,59.36,152788745.37,500,
104.96,-355.52,-59.25,152788745.37,500,-104.96,355.52,59.25,152788745.37,500,
106.72,-354.88,-59.15,152788745.37,500,-106.72,354.88,59.15,152788745.37,500,
108.48,-354.23,-59.04,152788745.37,500,-108.48,354.24,59.04,152788745.37,500,
110.23,-353.57,-58.93,152788745.37,500,-110.23,353.58,58.93,152788745.37,500,
111.98,-352.9,-58.82,152788745.37,500,-111.98,352.91,58.82,152788745.37,500,
113.73,-352.22,-58.7,152788745.37,500,-113.73,352.22,58.7,152788745.37,500,
